تصنيف المستوى الأول,تصنيف المستوى الثاني,الاستفسارات الظاهرة للمستفيد الخارجي,الكلمات المفتاحية للاستفسار,الإجابة,الاستفسار بصياغة أخرى - 1,الاستفسار بصياغة أخرى - 2,الاستفسار بصياغة أخرى - 3
مستوى التعليم الجامعي,الابتعاث الخارجي,كيف يتم حل مشكلة في رمز التنشيط عند فتح ملف لمبتعث؟,ابتعاث - بعث - مشكلة - تنشيط - فتح - ملف - مبتعث,"عزيزي المبتعث / عزيزتي المبتعثة
يجب عليك التأكد من وضع رقم الجوال بالصيغة الدولية لتتمكن من استقبال
 رمز التنشيط
وشكرا",كيف احل مشكلة رمز التنشيط عند فتح ملف لمبتعث؟,عندي مشكلة فرمز التفعيل فملف الابتعاث,وش حل مشكلة رمز التفعيل لملف الابتعاث
مستوى التعليم الجامعي,الابتعاث الخارجي,عندما تكون معاملاتي متأخره لدى الملحقية؟,ابتعاث - بعث - معاملة - معامل - ملحق - متأخر,"عزيزي الطالب / عزيزتي الطالبة
نحن نقوم بخدمتك فيما يخص الدعم الفني للبوابة لذا نأمل التواصل مع وكالة الوزارة لشؤون البعثات من خلال البريد الالكتروني
http://app.mohe.gov.sa/newscholarships/
وهو مخصص لاستقبال استفسارات الطلاب بخصوص معاملاتهم في الوزارة
كما يمكن متابعه طلبك من خلال الدخول على الرابط التالي
http://safeer.mohe.gov.sa/Sites/Student/ScholarshipStudent/Pages/StudentRequests.aspx 
 وشكرا","ما العمل عندما تكون معاملاتي متأخرة في الملحقية ؟
",وش اسوي معاملتي متاخرة في الملحقية,اقدر اعجل بتاخير معاملتي في الملحقية
مستوى التعليم الجامعي,الدراسة على الحساب الخاص,نموذج خاص بالراغبين بالدراسة على الحساب الخاص  ؟,ابتعاث - بعث  - نموذج - دراس - حساب - خاص - نموذج - راغبين - النموذج,"يمكن الحصول على النموذج  من خلال موقع الوزارة -الدارسين على حسابهم الخاص
http://departments.moe.gov.sa/Scholarship/RelatedDepartments/Self-Sponsored-Students/Documents/Viewing.pdf ",وش النموذج الخاص بالراغبين بالدراسة على الحساب الخاص  ؟ وين النموذج  الخاص بالراغبين بالدراسة على الحساب الخاص  ؟,شنو النموذج الخاص بالراغبين بالدراسة على الحساب الخاص  ؟,ممكن النموذج الخاص بالراغبين بالدراسة على الحساب الخاص  ؟ 
مستوى التعليم الجامعي,الدراسة على الحساب الخاص,هل يحق للمبتعث الذي أنهى بعثته ودرس على حسابه الخاص الالتحاق بعضوية البعثة مره اخرى ؟ ,ابتعاث - بعث - مبتعث - حساب - خاص - عضوية -الحاق - التحاق - بعثة - الالتحاق,لا يحق للمبتعث الذي سبق وانهى بعثته الالتحاق مرة اخرى بالبعثة وذلك أن الالتحاق يتم فقط لمرة واحدة ,هل يمكن للمبتعث الذي أنهى بعثته ودرس على حسابه الخاص الالتحاق بعضوية البعثة مره اخرى ؟ ,هل يستطيع المبتعث الذي أنهى بعثته ودرس على حسابه الخاص الالتحاق بعضوية البعثة مره اخرى ؟ ,هل يقدر المبتعث الذي أنهى بعثته ودرس على حسابه الخاص الالتحاق بعضوية البعثة مره اخرى ؟
مستوى التعليم الجامعي,الدراسة على الحساب الخاص,نموذج الكشف الطبي للدراسين على حسابهم الخاص :,دارس - خاص - كشف - طبي - نموذج - رابط ,"للحصول على نموذج الكشف الطبي للدار\سين على حسابهم الخاص بإمكانك زيارة الرابط التالي 
https://drive.google.com/file/d/1H3V11c_Kr5CBUCJ7anK6ouEp03ne1Lwl/view?usp=sharing",أرغب بالحصول على نموذج الكشف الطلبي للدراسين على حسابهم الخاص ؟ نموذج الكشف الطبي للدارسين على حسابهم الخاص ؟ من اين احصل على نموذج الكشف الطلبي للدارسين على حسابهم الخاص ؟,من وين احصل نموذج الكشف الطبي ؟,مطلوب مني الكشف الطبي عشان ادرس على حسابي من وين احصله ؟
مستوى التعليم الجامعي,الدراسة على الحساب الخاص,هل الدارسين على حسابهم الخاص يصرف لهم مكافأة إمتياز؟,ابتعاث - بعث - مكافآت - مكافأة - امتياز - صرف - حساب - خاص - دارس ,"عدم وجود سند نظامي يجيز صرف مكافأة الامتياز للطلاب الدراسين على حسابهم الخاص.
",هل يصرف لدارس على حسابه الخاص مكافأة امتياز ؟ ,هل للطالب الدارس على حسابه الخاص مكافأة ؟,هل تصرف مكافأة الامتياز للطالب الدارس على حسابه الخاص ؟ 
مستوى التعليم الجامعي,الدراسة على الحساب الخاص,ما المقصود بارفاق شرح الحصول على الجواز المرفق اثناء التقديم على طلب دراسة على الحساب الخاص ؟,جواز - سفر - تأشيرة - دراس - خاص - حساب - تقديم,ارفاق تأشيرة دراسية سارية المفعول بالطلب الإلكتروني واعادة الطلب للوزارة لإستكمال الاجراءات حياله,ما المقصود بارفاق شرح الحصول على الجواز المرفق اثناء التقديم على طلب دراسة على الحساب الخاص ؟, وش يعني ارفاق شرح الحصول على الجواز المرفق في سفير ؟ ,ممكن توضح لي وش يقصدون بارفاق شرح الحصول على الجواز المرفق ؟
مستوى التعليم الجامعي,الدراسة على الحساب الخاص,"هل يحق للطالب الدارس على حسابة الخاص في الجامعات العربية الالحاق بعضوية البعثة؟
",ابتعاث - بعث - جامع - عربي - عضوية - خاص - حساب - طالب - دارس - الحاق ,يقتصر الإلحاق على دول برنامج خادم الحرمين الشريفين للابتعاث الخارجي.,"هل يمكن للطالب الدارس على حسابة الخاص في الجامعات العربية الالحاق بعضوية البعثة؟
",اقدر احول الدراسة من حسابي الخاص فالجامعات العربية والحق بعضوية البعثة,ابي احول الدراسة من حسابي الخاص في الجامعات العربية والحق بالعثة
مستوى التعليم الجامعي,الدراسة على الحساب الخاص,هل يحق للموظف الحكومي الدراسة على حسابه الخاص؟ ,ابتعاث - بعث - موظف - حكومي - دارس - حساب - خاص ,نعم بشروط ومنها إرفاق إجازة استثنائية تغطي سنوات دراسته.,هل الموظف الحكومي يقدر  يدرس على حسابه الخاص ؟,ابي ادرس على حسابي في البعثة,ابي ادرس على حسابي و انا موظف حكومي
مستوى التعليم الجامعي,الدراسة على الحساب الخاص,"ماهو رابط سفير التقديم للدراسة على الحساب الخاص ؟
",ابتعاث - بعث  - رابط - سفير - حساب - خاص - تقديم,"يمكنك التقدم بطلب الدراسة على الحساب الخاص عبر البوابة :
https://ss.moe.gov.sa/ss","وين رابط سفير التقديم للدراسة على الحساب الخاص ؟
",وين احصل رابط سفير التقديم للدارسة على حسابي الخاص ,وين اقدم على دراسة على حسابي الخاص 
مستوى التعليم الجامعي,الدراسة على الحساب الخاص,هل من  الممكن دراسة اللغة للدارس على حسابه الخاص في معهد غير معهد الجامعة ؟,ابتعاث - بعث - دراس - معهد - حساب - جامع - دراس ,لا مانع من دراسة اللغة في غير معهد الجامعة,هل يقدر الدارس على حسابه الخاص  يدرس اللغة في معهد غير معهد الجامعة ؟,هل فيه مشكلة لو درست اللغة في غير معهد الجامعة ,ممكن ادرس اللغة في معهد غير معهد الجامعة 
مستوى التعليم الجامعي,الدراسة على الحساب الخاص,هل من الممكن التقديم على مرحلة الدبلوم أو اللغة فقط  للدراسة على الحساب الخاص ؟,ابتعاث - بعث - مرحل - دبلوم - لغة - دراس - حساب - خاص ,التقديم يكون فقط لمرحلة البكالوريوس والماجستير  والدكتور والزمالة,هل اقدر اقدم على مرحلة الدبلوم أو اللغة فقط  للدراسة على الحساب الخاص ؟,وش المراحل اللي اقدر ادرسها على حسابي الخاص ,شنو المراحل اللي اقدر ادرسها على حسابي الخاص 
